Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.87445068
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,27696.4619527544
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2219512195122
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.83984491500146
Czechia,CZE,Population growth (annual %),SP.POP.GROW,-1.81187141002542
Czechia,CZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.089942932129
Czechia,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.15420723
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,69340.7334922138
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4048780487805
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.8530454398968
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.433414489409722
Denmark,DNK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,131.772018432617
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.65575886
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3025.91126413549
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.83
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.18191775339802
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,1.44268944208775
Djibouti,DJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.87128091
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8376.40414141113
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.832
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.22891330700344
Dominica,DMA,Population growth (annual %),SP.POP.GROW,-0.550548598917183
Dominica,DMA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.535634244733
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.31142521
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,8527.0754858205
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.757
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.24300347981809
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.04082961778304
Dominican Republic,DOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,75.7044807816311
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.08839989
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6061.32350181711
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.746
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.133251386096389
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,0.774314023514489
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,94.5899282617776
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.37526226
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3827.35415374308
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.976
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.21404940513043
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1.4908053906311
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,81.8833487066739
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.60955143
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4642.60743101342
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.941
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.46692585313082
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,0.338002420196154
El Salvador,SLV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,64.9813787512946
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.12668991
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,6945.63069794539
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.447
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.0971007664640198
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,2.43551071649529
Equatorial Guinea,GNQ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.5103004
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.94
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,1.77411588481268
Eritrea,ERI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.17839003
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,27951.1659277744
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9439024390244
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.65316673847473
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.105996956310127
Estonia,EST,"School enrollment, secondary (% gross)",SE.SEC.ENRR,113.01091003418
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.47591066
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3984.00229174306
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.228
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,1.15567266949473
Eswatini,SWZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.40552139
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,893.00983544905
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.33
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,26.8395221557722
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.67249538803955
Ethiopia,ETH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.20779967
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,69415.1853254579
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8439024390244
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,1.38107824235297
Faroe Islands,FRO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,4536.73312110335
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.904
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.155855722131516
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.190863715994045
Fiji,FJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.95505855048
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.06084681
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,53099.1351400148
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8853658536585
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.19457432340007
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.207288594407348
Finland,FIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,143.361343383789
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.90969753
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,43725.0999521245
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3243902439024
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.64233141038385
France,FRA,Population growth (annual %),SP.POP.GROW,0.356902332389048
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,104.522842407227
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.24894238
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,21426.3854449835
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.571
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,0.208586464560115
French Polynesia,PYF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8181.40914134656
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.072
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.0869074651941
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.30612435799096
Gabon,GAB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.79254127
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,781.890925169531
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.847
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.37034758876618
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,2.36774778418782
"Gambia, The",GMB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,107.027125590442
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.74321485
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,5083.60695484577
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.635
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.56691433824769
Georgia,GEO,Population growth (annual %),SP.POP.GROW,-0.379636607027231
Georgia,GEO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.201856681079
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.53835487
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,52349.2459994422
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.790243902439
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.06666666666673
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.0423270572552137
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,101.203536987305
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.72403336
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2445.18662529344
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.286
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.9710886750444
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1.95904584379494
Ghana,GHA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.2084742091088
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.86030865
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.274
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,1.87597072209458
Gibraltar,GIB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,101.476509094238
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,20654.7001960815
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.0829268292683
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22382501019854
Greece,GRC,Population growth (annual %),SP.POP.GROW,-1.21680248998544
Greece,GRC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,104.77806854248
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.03178692
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,58135.9939910203
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8139024390244
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Greenland,GRL,Population growth (annual %),SP.POP.GROW,0.506106194434674
Greenland,GRL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9617.28902905373
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.522
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.21951193916838
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.297817230024271
Grenada,GRD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.989177237286
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.27963448
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,38074.8793745801
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.434
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.964756108149453
Guam,GUM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4912.62240414681
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.858
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.26105127422813
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.3807587059317
Guatemala,GTM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,48.157456034521
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.35698891
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1244.96550477914
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.373
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.5972882566934
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.50610419423246
Guinea,GIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.7175858
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,926.780921081233
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.653
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.24248879577658
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.23903878745423
Guinea-Bissau,GNB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.39794922
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,9860.87014834386
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.323
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.03285574626702
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.985982406099209
Guyana,GUY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.70068359375
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.64326477
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1841.33189337222
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.613
Haiti,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.8415240198785
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.15604339382525
Haiti,HTI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.57739854
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2735.14751503977
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.492
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.48087963413445
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.66825063176954
Honduras,HND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,54.5046566571526
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.27311516
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,49770.5642374739
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.5326829268293
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.56875834445922
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,-0.91177674914823
"Hong Kong SAR, China",HKG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.161026837806
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,19030.628130329
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.0658536585366
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.11096534382855
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.409163639262836
Hungary,HUN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.6950988769531
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.33524847
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,70425.4064277273
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.1658536585366
Iceland,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.44423970189739
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1.6393166402584
Iceland,ISL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,115.156303405762
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.72073746
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2239.61384367482
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.282
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.13140747176369
India,IND,Population growth (annual %),SP.POP.GROW,0.822648220128724
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.8355715539317
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.34680939
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4287.17313995098
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.452
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.56007882983334
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,0.704601321926319
Indonesia,IDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,97.8441479813619
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.70634937
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,4605.14881318992
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.752
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,43.3890162681514
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,0.831029236943935
"Iran, Islamic Rep.",IRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.85886621
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4868.49431080783
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.704
Iraq,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.04186489058044
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2.24127347113109
Iraq,IRQ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.14179993
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,103783.446284479
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2536585365854
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.34034113447044
Ireland,IRL,Population growth (annual %),SP.POP.GROW,1.39579966615221
Ireland,IRL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,135.252197265625
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.44113493
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,94299.969348965
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.42
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,0.0499494569462143
Isle of Man,IMN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,52270.9040241956
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.47965474722561
Israel,ISR,Population growth (annual %),SP.POP.GROW,1.68190551747412
Israel,ISR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.9270782470703
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.83961058
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,36852.5425414951
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6463414634146
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.87378325762481
Italy,ITA,Population growth (annual %),SP.POP.GROW,-0.515599998844444
Italy,ITA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,101.834869384766
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.28164482
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5625.67806271236
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.085
Jamaica,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.86278242801063
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,0.244971341124232
Jamaica,JAM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.8093525179856
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.00261688
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40094.5599795288
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.4456097560976
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.233352779398264
Japan,JPN,Population growth (annual %),SP.POP.GROW,-0.459952415807642
Japan,JPN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.155380249023
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.08108234
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4183.49998326866
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.204
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.34609377243118
Jordan,JOR,Population growth (annual %),SP.POP.GROW,1.83419162693059
Jordan,JOR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,90.0636022467584
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.69733906
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,9983.60103576902
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.131
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.04147134028391
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,1.33325722721198
Kazakhstan,KAZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,94.310522086739
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.98701859
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2061.35622089594
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.225
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.10793603659176
Kenya,KEN,Population growth (annual %),SP.POP.GROW,1.90040858948898
Kenya,KEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,80.3774269704216
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.56992722
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2222.04819501897
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.148
Kiribati,KIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05361676773907
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,1.79039347594032
Kiribati,KIR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.142166928373
Kiribati,KIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.83228588
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.437
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
"Korea, Dem. People's Rep.",PRK,Population growth (annual %),SP.POP.GROW,0.36747843663433
